BP;latitud_obs;longitud_obs;direccion;comuna;lat;lon
4601610;-33.230.871;-70.671.895;EL PEÑON 2120;COLINA;-0,332309;-0,706719
4601613;-33.414.267;-70.507.289;SAN CARLOS DE APOQUINDO 3037;LAS CONDES;-0,334143;-0,705073
4609639;-33.444.992;-70.642.937;CARMEN 121;SANTIAGO;-0,334450;-0,706429
4609704;-33.462.393;-70.733.601;LA PARRA 7020;PUDAHUEL;-0,334624;-0,707336
4609707;-33.454.852;-70.611.631;AV DUBLE ALMEYDA 1880;ÑUÑOA;-0,334549;-0,706116
4609717;-33.383.114;-70.531.274;LO FONTECILLA 267;LAS CONDES;-0,333831;-0,705313
4609718;-33.610.503;-70.590.211;PROFESOR VALENTIN LETELIEL MADARIAGA 458;PUENTE ALTO;-0,336105;-0,705902
4609773;-33.451.811;-70.639.582;MANUEL ANTONIO TOCORNAL 661;SANTIAGO;-0,334518;-0,706396
4609779;-33.444.179;-70.642.924;CARMEN 88;SANTIAGO;-0,334442;-0,706429
4609780;-33.504.524;-7.061.288;MAURICIO RUGENDAS 1874;MACUL;-0,335045;-0,706129
4610939;-33.411.963;-70.601.119;AV PRESIDENTE RIESCO 2965;LAS CONDES;-0,334120;-0,706011
4610954;-33.448.904;-70.642.766;SANTA VICTORIA 562;SANTIAGO;-0,334489;-0,706428
4611019;-33.499.382;-7.065.784;AV LAZO 1252;SAN MIGUEL;-0,334994;-0,706578
4611021;-33.444.421;-70.643.526;SARA DEL CAMPO 535-B;SANTIAGO;-0,334444;-0,706435
4611024;-33.632.331;-70.675.652;PASAJE ALICAHUE 18528;SAN BERNARDO;-0,336323;-0,706757
4611037;-3.325.936;-70.637.476;AV JOSE RABAT 9960;COLINA;-0,332594;-0,706375
4611038;-33.388.379;-70.639.379;LUIS GONZALEZ 464;RECOLETA;-0,333884;-0,706394
4611039;-3.340.436;-7.055.892;LAS TRINITARIAS 7047;LAS CONDES;-0,334044;-0,705589
4611040;-33.426.571;-70.608.458;AV RICARDO LYON 531;PROVIDENCIA;-0,334266;-0,706085
4611041;-33.485.496;-70.597.538;AV QUILIN 3375;MACUL;-0,334855;-0,705975
4611080;-33.490.605;-70.648.372;ALVAREZ DE TOLEDO 924;SAN MIGUEL;-0,334906;-0,706484
4611103;-33.473.294;-70.605.682;LOS AVELLANOS 2551;ÑUÑOA;-0,334733;-0,706057
4611109;-33.515.073;-70.662.255;BRIONES LUCO 355;LA CISTERNA;-0,335151;-0,706623
4611160;-3.353.765;-70.575.971;AV MEXICO 9350;LA FLORIDA;-0,335377;-0,705760
4611162;-3.344.569;-70.641.178;CURICO 424;SANTIAGO;-0,334457;-0,706412
4611170;-33.566.288;-70.782.427;FILODENDRO UNO 1758;MAIPÚ;-0,335663;-0,707824
4611210;-3.345.128;-70.633.394;FRAY CAMILO HENRIQUEZ 686;SANTIAGO;-0,334513;-0,706334
4611223;-33.443.438;-70.700.283;GASPAR DE ORENSE 828;QUINTA NORMAL;-0,334434;-0,707003
4611230;-33.428.706;-70.657.507;BARNECHEA 311;INDEPENDENCIA;-0,334287;-0,706575
4611231;-33.409.419;-70.575.261;WARREN SMITH 78;LAS CONDES;-0,334094;-0,705753
4611813;-33.409.003;-70.535.441;ALMIRANTE SOUBLETTE 9342;LAS CONDES;-0,334090;-0,705354
4611865;-33.424.578;-70.687.044;CARRASCAL 3880;QUINTA NORMAL;-0,334246;-0,706870
4611866;-33.462.097;-70.599.953;EXEQUEIL FERNANDEZ 848;ÑUÑOA;-0,334621;-0,706000
4611867;-33.355.456;-70.478.499;CAMINO EL CAJON 17231;LO BARNECHEA;-0,333555;-0,704785
4611869;-33.533.404;-70.790.802;ANTARTICA CHILENA 2725;MAIPÚ;-0,335334;-0,707908
4611870;-33.453.431;-70.574.846;AV IRARRAZAVAL 5353;ÑUÑOA;-0,334534;-0,705748
4611871;-33.560.956;-70.638.927;VIOLETA PARRA 2081;LA PINTANA;-0,335610;-0,706389
4611933;-33.596.368;-70.544.369;CERRO YANTELES 1 PONIENTE 2416;PUENTE ALTO;-0,335964;-0,705444
4611934;-33.536.843;-70.550.677;ABEDUL PLATEADO CENTRAL 9185;LA FLORIDA;-0,335368;-0,705507
4611935;-3.345.346;-70.574.297;AV IRARRAZAVAL 5353;ÑUÑOA;-0,334535;-0,705743
4611936;-33.506.603;-70.709.447;AV LOS LIBERTADORES 7300;CERRILLOS;-0,335066;-0,707094
4611937;-33.416.662;-70.571.328;MARTIN DE ZAMORA 5375;LAS CONDES;-0,334167;-0,705713
4611939;-33.469.838;-70.626.064;DIAGONAL VICUÑA MACKENNA 2004;ÑUÑOA;-0,334698;-0,706261
4611940;-33.509.567;-70.660.731;SEPTIMA AVENIDA 1262;SAN MIGUEL;-0,335096;-0,706607
4613325;-33.371.771;-70.514.739;AV LAS CONDES 12631;LAS CONDES;-0,333718;-0,705147
4613709;-3.345.345;-7.057.703;LICENCIADO DE LAS PEÑAS 5121;ÑUÑOA;-0,334535;-0,705770
4614665;-33.685.014;-70.957.024;CAMINO LA PALMA 5;TALAGANTE;-0,336850;-0,709570
4614666;-33.449.665;-70.635.968;ARGOMEDO 321;SANTIAGO;-0,334497;-0,706360
4616290;-33.447.215;-70.639.455;LIRA 320;SANTIAGO;-0,334472;-0,706395
4616325;-33.486.972;-70.743.687;MONTE ACONCAGUA 4171;MAIPÚ;-0,334870;-0,707437
4616326;-3.345.148;-7.062.744;SEMINARIO 763;ÑUÑOA;-0,334515;-0,706274
4616327;-33.556.644;-70.607.656;PIRITA 1451;LA FLORIDA;-0,335566;-0,706077
4616328;-33.639.696;-70.869.353;CAMINO LORETO 876;TALAGANTE;-0,336397;-0,708694
4616329;-33.370.288;-70.504.267;SAN JOSE DE LA SIERRA 93;LAS CONDES;-0,333703;-0,705043
4616352;-33.461.031;-70.628.081;VICUÑA MACKENNA 1432;ÑUÑOA;-0,334610;-0,706281
4616353;-33.478.113;-7.062.082;JUAN MITJANS 105;MACUL;-0,334781;-0,706208
4616355;-33.453.138;-7.065.277;NATANIEL COX 599;SANTIAGO;-0,334531;-0,706528
4616356;-33.452.431;-70.619.138;LINCOYAN 1153;ÑUÑOA;-0,334524;-0,706191
4616357;-3.347.468;-70.653.849;BIO BIO 1485;SANTIAGO;-0,334747;-0,706538
4616358;-33.610.156;-70.699.783;EUCALIPTUS 25;SAN BERNARDO;-0,336102;-0,706998
4616360;-33.424.762;-70.578.457;AV AMERICO VESPUCIO SUR 1117;LAS CONDES;-0,334248;-0,705785
4616361;-33.451.755;-70.608.817;NICARAGUA 2125;ÑUÑOA;-0,334518;-0,706088
4616362;-3.343.342;-70.619.669;MIGUEL CLARO 444;PROVIDENCIA;-0,334334;-0,706197
4616363;-33.732.413;-70.722.135;ENRIQUE ORELLANA 1193;BUIN;-0,337324;-0,707221
4616367;-33.440.256;-70.656.804;HUERFANOS 1400;SANTIAGO;-0,334403;-0,706568
4616373;-3.345.602;-7.062.472;LO ENCALADA 431;LAS CONDES;-0,334560;-0,706247
4616394;-3.343.697;-70.694.168;EDISON 4358;QUINTA NORMAL;-0,334370;-0,706942
4616395;-33.481.279;-70.566.084;RIO CHANLELFU 6655;PEÑALOLEN;-0,334813;-0,705661
4616402;-33.509.268;-70.655.544;VARAS MENA 1068;SAN MIGUEL;-0,335093;-0,706555
4616403;-33.437.006;-70.532.892;NICANOR PLAZA 1985;LA REINA;-0,334370;-0,705329
4616405;-33.504.177;-70.656.378;PRIMERA AVENIDA 1178;SAN MIGUEL;-0,335042;-0,706564
4616406;-33.441.468;-70.658.828;AGUSTINAS 1581;SANTIAGO;-0,334415;-0,706588
4616604;-33.507.183;-70.559.714;LAS PAULONIAS 5713;PEÑALOLEN;-0,335072;-0,705597
4616605;-33.366.339;-70.499.209;LUCAS ARAYA 14273;LO BARNECHEA;-0,333663;-0,704992
4616606;-33.434.828;-70.627.914;AVENIDA PROVIDENCIA 455;PROVIDENCIA;-0,334348;-0,706279
4616607;-3.345.414;-70.577.647;IRARRAZAVAL 5000;ÑUÑOA;-0,334541;-0,705776
4616811;-33.450.905;-70.630.438;MUJICA 55;ÑUÑOA;-0,334509;-0,706304
4616824;-3.338.485;-7.060.987;RINCONADA EL SALTO 940;HUECHURABA;-0,333849;-0,706099
4616828;-33.413.454;-705.861;EL TROVADOR 4315;LAS CONDES;-0,334135;-7,058610
4616829;-33.355.759;-70.668.617;CACIQUES CHILENOS NORTE 1350;HUECHURABA;-0,333558;-0,706686
4616832;-33.583.994;-70.826.164;CAMINO MELIPILLA 3812;PADRE HURTADO;-0,335840;-0,708262
4616843;-3.347.001;-70.728.444;JOAQUIN EDWARDS BELLO 4426;ESTACIÓN CENTRAL;-0,334700;-0,707284
4616844;-33.433.118;-70.623.275;JOSE MANUEL INFANTE 174;PROVIDENCIA;-0,334331;-0,706233
4616845;-33.512.683;-70.609.359;VICUÑA MACKENNA PONIENTE 6180;LA FLORIDA;-0,335127;-0,706094
4616847;-33.451.178;-70.614.442;DOMINGO FAUSTINO SARMIENTO 210;ÑUÑOA;-0,334512;-0,706144
4616848;-3.342.006;-70.554.398;MARTIN ALONSO PINZON 7420;LAS CONDES;-0,334201;-0,705544
4616849;-3.339.546;-70.549.867;LAS VERBENAS 8545;LAS CONDES;-0,333955;-0,705499
4616850;-33.520.498;-70.541.295;CAMINO DEL RETIRO 5885;LA FLORIDA;-0,335205;-0,705413
4616851;-33.446.478;-70.640.065;LIRA 245;SANTIAGO;-0,334465;-0,706401
4616857;-33.441.133;-7.057.777;HAMBURGO 1460;ÑUÑOA;-0,334411;-0,705778
4616863;-33.469.838;-70.626.064;DIAGONAL VICUÑA MACKENNA 2004;SANTIAGO;-0,334698;-0,706261
4616946;-33.530.967;-70.637.189;AMÉRICA DEL NORTE 1952;SAN RAMÓN;-0,335310;-0,706372
4616947;-33.570.245;-70.561.015;GUILLERMO VALENCIA 3759;PUENTE ALTO;-0,335702;-0,705610
4616948;-33.452.229;-70.718.769;MINISTRO GANA 203;LO PRADO;-0,334522;-0,707188
4617011;-33.437.214;-70.730.117;LAS ENCINAS 1073;LO PRADO;-0,334372;-0,707301
4617012;-33.456.381;-70.658.237;AV.ALMTE. BLANCO ENCALADA 1727;SANTIAGO;-0,334564;-0,706582
4617147;-33.221.293;-70.673.251;EL REMANSO DE CHICUREO 614;COLINA;-0,332213;-0,706733
4617148;-33.493.083;-70.615.032;ARTURO PRAT 4327;MACUL;-0,334931;-0,706150
4617149;-33.520.422;-70.655.651;SANTA CLARA 349;LA CISTERNA;-0,335204;-0,706557
4617150;-33.461.351;-70.627.842;VICUÑA MACKENNA 1432;ÑUÑOA;-0,334614;-0,706278
4617151;-33.459.316;-70.557.214;ELEODORO ASTORQUIZA 756;LA REINA;-0,334593;-0,705572
4617152;-33.394.186;-70.558.496;CAPITAN CROSBIE 960;LAS CONDES;-0,333942;-0,705585
4617153;-33.399.068;-70.553.131;LAS VERBANAS 7977;LAS CONDES;-0,333991;-0,705531
4618263;-33.419.389;-70.571.419;SEBASTIAN EL CANO 1100;LAS CONDES;-0,334194;-0,705714
4621795;-33.440.381;-70.732.424;LOS LIRIOS 962;LO PRADO;-0,334404;-0,707324
4621796;-33.610.527;-70.903.112;ALCALDE LUIS ARAYA CERECEDA 1540;PEÑAFLOR;-0,336105;-0,709031
4621797;-33.486.154;-70.733.097;LOS CANCILLERES 1770;MAIPÚ;-0,334862;-0,707331
4621798;-33.199.572;-70.648.943;AV EL MOLINO 62;COLINA;-0,331996;-0,706489
4621800;-33.425.518;-70.588.912;CRISTOBAL COLON 3366;LAS CONDES;-0,334255;-0,705889
4621863;-33.454.664;-70.601.009;IRARRAZABAL 2899;ÑUÑOA;-0,334547;-0,706010
4621864;-33.445.077;-70.639.797;CURICO 385;SANTIAGO;-0,334451;-0,706398
4621865;-33.555.265;-70.794.846;ARALIAS 1 141;MAIPÚ;-0,335553;-0,707948
4622024;-3.345.249;-70.571.683;PLAZA EGAÑA 100;ÑUÑOA;-0,334525;-0,705717
4622027;-33.567.037;-70.709.215;LA VARA 3051;SAN BERNARDO;-0,335670;-0,707092
4622065;-33.484.172;-70.596.889;PREMIO NOBEL 3235;MACUL;-0,334842;-0,705969
4622067;-33.516.138;-70.765.842;PASAJE DE LA BATALLA 1376;MAIPÚ;-0,335161;-0,707658
4622241;-33.459.754;-7.060.095;PALQUI 2933;ÑUÑOA;-0,334598;-0,706010
4622288;-33.448.443;-70.655.034;LORD COCHRANE 173;SANTIAGO;-0,334484;-0,706550
4622292;-33.440.934;-70.520.868;JULIA BERNSTEIN 1617;LA REINA;-0,334409;-0,705209
4622296;-33.329.175;-70.513.591;BASEL 4627;LO BARNECHEA;-0,333292;-0,705136
4622297;-33.455.664;-70.766.713;PAPA SAN ANACLETO 410;PUDAHUEL;-0,334557;-0,707667
4622298;-33.403.872;-7.066.204;MONTAU 1509;INDEPENDENCIA;-0,334039;-0,706620
4622300;-33.512.507;-7.060.746;AV VICUÑA MACKENNA ORIENTE 6197;LA FLORIDA;-0,335125;-0,706075
4622310;-33.377.732;-70.638.828;LOS DURAZNOS 5319;HUECHURABA;-0,333777;-0,706388
4622353;-33.413.587;-70.581.874;EVARISTO LILLO 29;LAS CONDES;-0,334136;-0,705819
4622354;-33.551.696;-70.575.234;EL MARMOL 10353;LA FLORIDA;-0,335517;-0,705752
4622382;-33.476.714;-70.757.404;AV AMERICO VESPUCIO 1350;MAIPÚ;-0,334767;-0,707574
4622383;-33.510.681;-70.638.075;AV SANTA ROSA 5741;SAN MIGUEL;-0,335107;-0,706381
4622384;-33.486.024;-70.599.303;AV MACUL 3474;MACUL;-0,334860;-0,705993
4622396;-33.424.336;-70.584.564;LOS OLEANDROS 939;LAS CONDES;-0,334243;-0,705846
4622402;-33.448.086;-70.640.061;SANTA VICTORIA 411;SANTIAGO;-0,334481;-0,706401
4622524;-33.438.049;-70.533.053;NICANOR PLAZA 1926;LA REINA;-0,334380;-0,705331
4622599;-33.412.095;-70.566.945;REPUBLICA ARABE DE EGIPTO 670;LAS CONDES;-0,334121;-0,705669
4622600;-33.453.483;-70.573.546;IRARRAZABAL 5485;ÑUÑOA;-0,334535;-0,705735
4622601;-33.047.315;-71.386.531;LOS ALMENDROS 290;VILLA ALEMANA;-0,330473;-0,713865
4622672;-33.456.347;-70.658.017;AV ALMIRANTE BLANCO ENCALADA 1723;SANTIAGO;-0,334563;-0,706580
4622674;-33.455.378;-7.058.645;AV IRARRAZAVAL 4200;ÑUÑOA;-0,334554;-0,705865
4622675;-33.341.493;-70.667.356;AV PEDRO FONTOVA 8047;HUECHURABA;-0,333415;-0,706674
4622677;-3.342.739;-70.546.641;CALATAMBO 1827;LAS CONDES;-0,334274;-0,705466
4622678;-33.453.697;-70.610.295;AV IRARRAZAVAL 1989;ÑUÑOA;-0,334537;-0,706103
4622742;-3.345.254;-70.616.027;MIGUEL CLARO 2555;ÑUÑOA;-0,334525;-0,706160
4622744;-33.444.179;-70.642.924;CARMEN 88;SANTIAGO;-0,334442;-0,706429
4622745;-33.394.791;-70.548.972;LAS VERBENAS 8627;LAS CONDES;-0,333948;-0,705490
4624374;-33.367.444;-70.505.683;SAN JOSE DE LA SIERRA 85;LO BARNECHEA;-0,333674;-0,705057
4624377;-33.227;-70.669.608;SAN LUIS 20555;COLINA;-3,322700;-0,706696
4625205;-33.437.604;-70.609.858;CALIFORNIA 1892;PROVIDENCIA;-0,334376;-0,706099
4625474;-33.428.316;-70.608.994;CARLOS ANTUNEZ 2112;PROVIDENCIA;-0,334283;-0,706090
4628479;-33.371.452;-70.512.684;LA CABAÑA 62;LAS CONDES;-0,333715;-0,705127
4628480;-32.949.245;-71.539.686;FRANCISCO SOSA COUSIÑO 750A;VALPARAISO;-0,329492;-0,715397
4628481;-3.347.589;-70.551.678;LOS FLAMENCOS 2097;PEÑALOLEN;-0,334759;-0,705517
4628532;-33.370.365;-70.504.138;SAN JOSE DE LA SIERRA 93;LAS CONDES;-0,333704;-0,705041
4628533;-33.382.393;-70.618.162;LA RINCONADA 291;HUECHURABA;-0,333824;-0,706182
4628534;-33.377.379;-70.548.491;DEL MIRADOR 2070;VITACURA;-0,333774;-0,705485
4628535;-33.395.527;-70.549.757;LAS VERBENAS 8545;LAS CONDES;-0,333955;-0,705498
4632746;-33.479.132;-70.539.181;PASAJE CATRICURA 8930;PEÑALOLEN;-0,334791;-0,705392
4632747;-33.451.437;-70.604.255;LUIS URIBE 2620;ÑUÑOA;-0,334514;-0,706043
4632749;-33.453.527;-70.573.747;AV IRARRAZABAL 5485;ÑUÑOA;-0,334535;-0,705737
4632750;-33.370.538;-70.513.003;AV LAS CONDES 12810;LO BARNECHEA;-0,333705;-0,705130
4632751;-3.344.058;-70.641.494;ALAMEDA 351;SANTIAGO;-0,334406;-0,706415
4632772;-33.515.601;-70.674.598;MEJILLONES 6878;LO ESPEJO;-0,335156;-0,706746
4632773;-33.436.132;-70.602.196;CALIFORNIA 2335;PROVIDENCIA;-0,334361;-0,706022
4632774;-33.518.278;-70.779.465;AV PORTALES 1506;MAIPÚ;-0,335183;-0,707795
4632775;-3.373.832;-70.750.218;MARIA LUISA PARRAO 880;BUIN;-0,337383;-0,707502
4632776;-33.470.457;-70.661.614;RONDIZZONI 2030;SANTIAGO;-0,334705;-0,706616
4633113;-33.448.735;-70.641.589;SANTA VICTORIA 492;SANTIAGO;-0,334487;-0,706416
4633115;-33.503.996;-70.785.242;PASAJE SANTA FLOR SUR 2625;MAIPÚ;-0,335040;-0,707852
4633116;-3.359.812;-7.085.281;ALCALDE JULIO ARANGUA NUÑEZ SUR 448;PEÑAFLOR;-0,335981;-0,708528
4633133;-33.424.145;-70.595.655;COPIHUE 2858;PROVIDENCIA;-0,334241;-0,705957
4633154;-33.505.224;-70.591.026;CAMILO ORTUZAR 4030;MACUL;-0,335052;-0,705910
4633156;-33.459.909;-70.724.686;PASAJE EL AGUILUCHO 6545;ESTACIÓN CENTRAL;-0,334599;-0,707247
4633158;-33.550.708;-70.622.901;ALBERT SCHWEITZER 10054;LA GRANJA;-0,335507;-0,706229
4633285;-33.490.384;-7.059.812;ARMANDO MOOCK 3945;MACUL;-0,334904;-0,705981
4633395;-33.491.187;-70.615.686;AV CAMINO ESCUELA AGRICOLA 1710;MACUL;-0,334912;-0,706157
4633420;-33.460.621;-706.298;SANTA ELENA 1380;SANTIAGO;-0,334606;-7,062980
4633428;-33.361.995;-70.500.851;RAUL LABBE 14190;LO BARNECHEA;-0,333620;-0,705009
4633761;-33.642.144;-70.566.969;CALLE SANTA HILDA 0;PIRQUE;-0,336421;-0,705670
4633783;-33.370.485;-70.679.012;MARSELLA 5887;CONCHALÍ;-0,333705;-0,706790
4633787;-33.430.801;-70.730.528;CARDENAL RAUL SILVA HENRIQUEZ 1338;CERRO NAVIA;-0,334308;-0,707305
4633788;-33.652.834;-70.920.696;AV RAFAEL CALDERON 701;TALAGANTE;-0,336528;-0,709207
4633789;-33.496.287;-70.657.185;GUARDIA MARINA RIQUELME 4880;SAN MIGUEL;-0,334963;-0,706572
4633791;-33.594.889;-70.709.022;MAIPU 659;SAN BERNARDO;-0,335949;-0,707090
4633844;-33.454.892;-70.568.302;PAULA JARAQUEMADA 189;LA REINA;-0,334549;-0,705683
4633845;-33.528.521;-70.556.409;SANDALO ORIENTE 8396;LA FLORIDA;-0,335285;-0,705564
4633846;-33.445.735;-70.632.885;AV VICUÑA MACKENNA 327;SANTIAGO;-0,334457;-0,706329
4633847;-33.420.772;-70.572.036;MARTIN ALONSO PINZON 5020;LAS CONDES;-0,334208;-0,705720
4633848;-33.419.897;-70.607.959;GENERAL HOLLEY 2326;PROVIDENCIA;-0,334199;-0,706080
4633850;-33.455.031;-70.558.453;MARTIN RIVAS 6840;LA REINA;-0,334550;-0,705585
4633852;-33.452.752;-70.663.887;GORBEA 2058;SANTIAGO;-0,334528;-0,706639
4633854;-33.447.618;-70.633.335;SANTA ISABEL 77;SANTIAGO;-0,334476;-0,706333
4634189;-33.569.298;-70.598.083;EJERCITO LIBERTADOR 4184;PUENTE ALTO;-0,335693;-0,705981
4636299;-33.444.977;-70.529.789;AV LAS PERDICES 847;LA REINA;-0,334450;-0,705298
4636300;-33.524.716;-70.649.439;COVADONGA 7010;LA CISTERNA;-0,335247;-0,706494
4636301;-33.201.205;-70.645.395;CASA PIEDRA 452;COLINA;-0,332012;-0,706454
4636356;-33.409.327;-70.545.241;VILANOVA 250;LAS CONDES;-0,334093;-0,705452
4637877;-33.456.643;-70.574.462;FRANCISCO DE VILLAGRA 327;ÑUÑOA;-0,334566;-0,705745
4637933;-33.435.399;-70.658.548;SAN MARTIN 733;SANTIAGO;-0,334354;-0,706585
4637989;-33.477.469;-7.075.706;AV AMERICO VESPUCIO 1184;MAIPÚ;-0,334775;-0,707571
4638095;-33.451.889;-70.596.219;HOLANDA 3607;ÑUÑOA;-0,334519;-0,705962
4638096;-33.452.052;-7.064.266;SAN ISIDRO 635;SANTIAGO;-0,334521;-0,706427
4638097;-33.425.895;-70.604.591;TRAIGUEN 2368;PROVIDENCIA;-0,334259;-0,706046
4638111;-33.450.372;-70.628.459;MUJICA 150;ÑUÑOA;-0,334504;-0,706285
4638132;-33.412.819;-70.587.149;LA GIOCONDA 4300;LAS CONDES;-0,334128;-0,705871
4638438;-33.486.469;-70.648.162;ALCALDE PEDRO ALARCÓN 997;SAN MIGUEL;-0,334865;-0,706482
4639277;-3.343.591;-70.646.596;SANTO DOMINGO 664;SANTIAGO;-0,334359;-0,706466
4640524;-33.530.388;-70.776.627;EL ARROYO 100;MAIPÚ;-0,335304;-0,707766
4640525;-33.366.111;-70.498.817;LUCAS ARAYA 14285;LO BARNECHEA;-0,333661;-0,704988
4640526;-33.504.289;-70.650.538;AV DEPARTAMENTAL 927;SAN MIGUEL;-0,335043;-0,706505
4640527;-33.485.156;-70.573.168;LOS CEREZOS 6170;PEÑALOLEN;-0,334852;-0,705732
4640955;-33.414.766;-70.565.762;MARTÍN DE ZAMORA 6082;LAS CONDES;-0,334148;-0,705658
4640959;-33.341.771;-70.556.812;CAMINO DE LAS ERMITAS 4173;LO BARNECHEA;-0,333418;-0,705568
4641824;-33.326.709;-70.549.283;CAMINO LA TAGUA 3645;LO BARNECHEA;-0,333267;-0,705493
4641826;-33.418.332;-70.508.612;FRANCISCO BULNES CORREA 3737;LAS CONDES;-0,334183;-0,705086
4641827;-3.341.027;-70.539.361;ALMIRANTE SOUBLETTE 9022;LAS CONDES;-0,334103;-0,705394
4641828;-3.340.134;-70.561.229;NUESTRA SEÑORA DEL ROSARIO 426;LAS CONDES;-0,334013;-0,705612
4643367;-33.486.959;-70.743.697;MONTE ACONCAGUA 4171;MAIPÚ;-0,334870;-0,707437
4643369;-33.429.223;-70.594.068;JORGE MATTE GORMAZ 1401;PROVIDENCIA;-0,334292;-0,705941
4644699;-3.343.128;-70.618.905;AV MANUEL MONTT 275;PROVIDENCIA;-0,334313;-0,706189
4644837;-33.413.924;-70.534.387;AV PAUL HARRIS 940;LAS CONDES;-0,334139;-0,705344
4644853;-33.500.527;-70.658.548;CARLOS EDWARDS 1274;SAN MIGUEL;-0,335005;-0,706585
4644854;-33.622.666;-7.070.242;VIVCENTE PEREZ ROSALES 46;SAN BERNARDO;-0,336227;-0,707024
4644883;-33.426.212;-70.613.793;FIDEL OTEIZA 1871;PROVIDENCIA;-0,334262;-0,706138
4644884;-33.553.124;-70.617.719;LAS BEGONIAS 886;LA GRANJA;-0,335531;-0,706177
4644885;-33.378.237;-70.508.435;FERNANDEZ MIRA 999;LAS CONDES;-0,333782;-0,705084
4644930;-33.190.647;-70.681.186;EL PLOMO 725;COLINA;-0,331906;-0,706812
4648778;-33.500.527;-70.658.548;CARLOS EDWARDS 1274;SAN MIGUEL;-0,335005;-0,706585
4648779;-3.345.761;-7.059.398;DOCTOR JOHOW 237;ÑUÑOA;-0,334576;-0,705940
4649961;-33.434.828;-70.627.914;AV PROVIDENCIA 455;PROVIDENCIA;-0,334348;-0,706279
4652007;-33.400.689;-70.571.387;CERRO COLORADO 6036;LAS CONDES;-0,334007;-0,705714
4652740;-33.450.461;-70.594.094;JORGE WASHINGTON 482;ÑUÑOA;-0,334505;-0,705941
4652803;-33.455.224;-70.620.798;AV. SALVADOR 2425;ÑUÑOA;-0,334552;-0,706208
4652804;-33.396.012;-70.557.328;PRESIDENTE RIESCO 7444;LAS CONDES;-0,333960;-0,705573
4652806;-33.279.088;-70.643.452;LOS CLAVELES 19;COLINA;-0,332791;-0,706435
4652819;-33.399.869;-70.544.259;AVENIDA PADRE HURTADO CENTRAL 656;LAS CONDES;-0,333999;-0,705443
4652821;-33.220.839;-70.684.334;AV LOS NOGALES 1340;COLINA;-0,332208;-0,706843
4652853;-33.457.936;-70.694.194;CORONEL SOUPER 4352;ESTACIÓN CENTRAL;-0,334579;-0,706942
4652856;-33.436.473;-7.060.249;AV SUECIA 1818;PROVIDENCIA;-0,334365;-0,706025
4652857;-33.269.028;-70.689.362;CALLE SANTA LUISA 7D A2;COLINA;-0,332690;-0,706894
4652859;-3.349.613;-70.651.917;PEDRO MIRA 1028;SAN MIGUEL;-0,334961;-0,706519
4652860;-33.491.596;-70.643.361;ALVAREZ DE TOLEDO 730;SAN MIGUEL;-0,334916;-0,706434
4652861;-33.649.998;-70.929.059;LA CONCEPCIÓN 371;TALAGANTE;-0,336500;-0,709291
4652897;-33.400.357;-70.572.588;CERRO COLORADO 6010;LAS CONDES;-0,334004;-0,705726
4652899;-33.405.559;-70.565.282;SAN OLAV 6477;LAS CONDES;-0,334056;-0,705653
4652901;-33.450.006;-70.665.556;ABDON CIFUENTES 150;SANTIAGO;-0,334500;-0,706656
4652902;-33.469.262;-70.600.609;EXEQUIEL FERNANDEZ 1555;ÑUÑOA;-0,334693;-0,706006
4652944;-33.450.851;-70.641.151;CARMEN 602;SANTIAGO;-0,334509;-0,706412
4652945;-33.426.315;-70.615.126;AVENIDA PROVIDENCIA 1765;PROVIDENCIA;-0,334263;-0,706151
4652947;-33.492.155;-70.712.186;COMERCIO 6133;CERRILLOS;-0,334922;-0,707122
4652950;-33.476.149;-70.601.261;EXEQUIEL FERNANDEZ 2324;MACUL;-0,334761;-0,706013
4652974;-3.337.127;-70.512.764;LA CABAÑA 62;LAS CONDES;-0,333713;-0,705128
4652975;-3.341.342;-70.585.423;AMERICO VESPUCIO NORTE 22;LAS CONDES;-0,334134;-0,705854
4652976;-33.416.821;-70.568.565;DOMINGO BONDI 963;LAS CONDES;-0,334168;-0,705686
4653018;-3.358.477;-70.568.182;NONATO COO 2849;MACUL;-0,335848;-0,705682
4653028;-33.418.157;-70.570.301;AV CRISTOBAL COLON 5344;LAS CONDES;-0,334182;-0,705703
4653029;-33.444.575;-70.538.373;SIMÓN BOLÍVAR 8940;LA REINA;-0,334446;-0,705384
4653090;-33.455.903;-70.630.609;AV MANUEL ANTONIO MATTA 52;SANTIAGO;-0,334559;-0,706306
4653091;-33.434.092;-70.656.247;SAN PABLO 1315;SANTIAGO;-0,334341;-0,706562
4653134;-33.404.625;-70.559.338;LAS TRINITARIAS 7023;LAS CONDES;-0,334046;-0,705593
4653183;-33.526.545;-7.059.454;VICENTE VALDÉS 89;LA FLORIDA;-0,335265;-0,705945
4653184;-33.510.905;-70.658.956;OCTAVA AVENIDA 1161;SAN MIGUEL;-0,335109;-0,706590
4653185;-3.345.346;-70.609.512;AV IRARRAZAVAL 2042;ÑUÑOA;-0,334535;-0,706095
4653186;-3.344.941;-70.752.264;OIDOR SANCHO 8631;PUDAHUEL;-0,334494;-0,707523
4653188;-33.820.266;-70.744.963;GILDA DIAZ GIRON 1634;PAINE;-0,338203;-0,707450
